# Generated at Thu Dec 20 2018 08:33:50 GMT+0100 (Central European Standard Time)
# URL: https://metaspace2020.eu/annotations?ds=2018-06-26_15h33m47s&page=1&sort=-msm
"group","datasetName","datasetId","formula","adduct","mz","msm","fdr","rhoSpatial","rhoSpectral","rhoChaos","moleculeNames","moleculeIds"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C20H12","M+H","253.1011375936638","0.0742105","0.1","0.0806272","0.937217","0.982072","Benzo[a]pyrene","HMDB0062469"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C5H10N2O3","M+H","147.07637940966382","0.0732353","0.1","0.074757","0.983167","0.996418","L-Glutamine, Ureidoisobutyric acid, D-Glutamine, Alanylglycine","HMDB0000641, HMDB0002031, HMDB0003423, HMDB0006899"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C10H11N","M+H","146.0963865716638","0.0717982","0.1","0.0743822","0.970855","0.994238","2,4-Dimethyl-1H-indole","HMDB0032967"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C14H11NO","M+H","210.09130119166383","0.0708671","0.1","0.0734267","0.973691","0.991219","10-Methylacridone, 3-Methyl-9H-carbazole-9-carboxaldehyde, 2-Hydroxyiminostilbene","HMDB0033000, HMDB0032757, HMDB0060652"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C14H16N2O5","M+H","293.1131588416639","0.0687107","0.1","0.0740367","0.93684","0.990631","(2S,4S)-Monatin","HMDB0041309"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C15H12O2","M+H","225.0909668336638","0.0684989","0.1","0.0727458","0.955661","0.985307","4-Hydroxychalcone, 1-(2-hydroxyphenyl)-3-phenylprop-2-en-1-one, 3-(3-hydroxyphenyl)-1-phenylprop-2-en-1-one, 3-(4-hydroxyphenyl)-1-phenylprop-2-en-1-one, 1-(4-hydroxyphenyl)-3-phenylprop-2-en-1-one, 1-(3-hydroxyphenyl)-3-phenylprop-2-en-1-one, (2E)-1-(3-hydroxyphenyl)-3-phenylprop-2-en-1-one, (2E)-1-(4-hydroxyphenyl)-3-phenylprop-2-en-1-one, (2E)-3-(3-hydroxyphenyl)-1-phenylprop-2-en-1-one, (2E)-3-(4-hydroxyphenyl)-1-phenylprop-2-en-1-one, 2-benzoyl-3-phenyloxirane","HMDB0032584, HMDB0135599, HMDB0135600, HMDB0135602, HMDB0135603, HMDB0135604, HMDB0135404, HMDB0135607, HMDB0141385, HMDB0141386, HMDB0141387"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C3H8NO5P","M+H","170.0212460656638","0.0658767","0.1","0.0676977","0.99298","0.979981","2-Amino-3-phosphonopropionic acid","HMDB0000370"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C12H11N5","M+H","226.10868261166385","0.0654526","0.1","0.0694028","0.958575","0.983838","Cytokinin B","HMDB0039238"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C8H12NO6P","M+H","250.0474608136638","0.065193","0.1","0.0676917","0.974199","0.988593","Pyridoxine 5'-phosphate","HMDB0001319"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C8H14N2O3S","M+H","219.07975026766385","0.0651288","0.1","0.068534","0.967175","0.982567","Cysteinyl-Proline, Prolyl-Cysteine","HMDB0028783, HMDB0029014"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C13H10","M+H","167.08548752966382","0.0641919","0.1","0.0673616","0.962154","0.99043","1,3,11-Tridecatriene-5,7,9-triyne, (3E,5Z)-1,3,5-Tridecatriene-7,9,11-triyne","HMDB0034294, HMDB0039104"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C8H8N2O2S2","M+H","229.00995618566384","0.0637995","0.1","0.0679296","0.954877","0.983583","Thiolutin","HMDB0034228"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C17H12O","M+H","233.09605221366385","0.0618878","0.1","0.0659458","0.949077","0.98882","1-Methoxypyrene","HMDB0060324"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C11H6O","M+H","155.04910202166383","0.0613827","0.1","0.0638974","0.968125","0.992272","1-Phenyl-2,4-pentadiyn-1-one","HMDB0032945"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C7H6O","M+H","107.04910202166526","0.0589993","0.1","0.0605135","0.98005","0.994823","Benzaldehyde","HMDB0006115"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C15H12N4O3","M+H","297.09817749366374","0.0582666","0.1","0.0616179","0.951799","0.993499","4-Carboxynevirapine","HMDB0060759"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C8H8O6S","M+H","233.0113959156638","0.0565834","0.1","0.112036","0.510351","0.989606","2,4-Dihydroxyacetophenone 5-sulfate, Vanillin 4-sulfate, 2-[3-(sulfooxy)phenyl]acetic acid, (4-ethenyl-2,6-dihydroxyphenyl)oxidanesulfonic acid, 2-[4-(sulfooxy)phenyl]acetic acid","HMDB0041646, HMDB0041789, HMDB0125163, HMDB0128010, HMDB0132500"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C16H12N2","M+H","233.1072856136638","0.0565386","0.1","0.0600106","0.950357","0.991357","2,3-Diphenylpyrazine","HMDB0032981"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C15H13FO3","M+H","261.09210968566373","0.0564466","0.1","0.0599387","0.9569","0.984155","4'-Hydroxyflurbiprofen","HMDB0060917"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C11H8","M+H","141.06983746566382","0.0551996","0.1","0.0573446","0.968181","0.99423","5-Phenyl-1,3-pentadiyne","HMDB0032948"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C2H6OS","M+H","79.02117275166525","0.0530176","0.1","0.0541535","0.981481","0.997498","Dimethyl sulfoxide","HMDB0002151"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C10H8NO3","M+H","191.05765533566384","0.0526255","0.1","0.0977817","0.541022","0.994771","2-Oxindole-3-acetate","HMDB0094657"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C14H10O4","M+H","243.06514600966383","0.0523817","0.1","0.0560116","0.95712","0.977091","Benzoyl peroxide, 2,4,5,6-Phenanthrenetetrol, Moracin M","HMDB0032040, HMDB0032866, HMDB0033307"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C7H14N2O5S","M+H","239.0695795076638","0.0520901","0.1","0.054966","0.969914","0.977075","Cystathionine sulfoxide","HMDB0002399"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C8H7NO","M+H","134.0600010636638","0.0520158","0.1","0.0539548","0.976951","0.986809","2-Methyl-4,5-benzoxazole, Indoxyl, 4-Hydroxybenzeneacetonitrile, (±)-2-Hydroxy-2-phenylacetonitrile, 1,3-Dihydro-(2H)-indol-2-one, 5-Hydroxyindole, Mandelonitrile","HMDB0032390, HMDB0004094, HMDB0029757, HMDB0034666, HMDB0061918, HMDB0059805, HMDB0060486"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C17H20O4","M+H","289.1433963296637","0.0514571","0.1","0.0555652","0.947947","0.976918","4'-Methoxymucidin, Ethylsuberenol, Angeloylsenkyunolide F, 8-hydroxy-2-methyl-2-(4-methylpent-3-en-1-yl)-2H-chromene-5-carboxylic acid","HMDB0030019, HMDB0039044, HMDB0039858, HMDB0134716"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C6H6N4O4","M+H","199.04614192166386","0.0504425","0.1","0.0517752","0.97848","0.995687","Nitrofurazone","HMDB0014480"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C7H14N2O4S","M+H","223.0746648876638","0.0500831","0.1","0.0523844","0.967817","0.987863","Cysteinyl-Threonine, Threoninyl-Cysteine, L-Cystathionine, Allocystathionine","HMDB0028785, HMDB0029058, HMDB0000099, HMDB0000455"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C10H9NO2","M+H","176.07056574766386","0.0498953","0.1","0.0517136","0.97006","0.994618","Indoleacetic acid, 5-Hydroxyindoleacetaldehyde, Hydroxymethyl indol-3-yl ketone, 1-Methoxy-1H-indole-3-carboxaldehyde","HMDB0000197, HMDB0004073, HMDB0038628, HMDB0040972"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C19H12O2","M+H","273.0909668336638","0.0497786","0.1","0.0537571","0.940975","0.984077","Anigorufone","HMDB0033935"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C13H10O5","M+H","247.06006062966384","0.049746","0.1","0.0526201","0.960261","0.984504","Isopimpinellin, Coriandrone C","HMDB0034312, HMDB0041525"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C5H10N2O7P2","M+H","273.0035608696638","0.0495862","0.1","0.0513475","0.986256","0.979155","Zoledronate","HMDB0014543"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C12H18N2O3S","M+H","271.11105039566377","0.0493806","0.1","0.0522416","0.954714","0.99007","Tolbutamide","HMDB0015256"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C9H8O4","M+H","181.04949594566378","0.0492103","0.1","0.0507715","0.97309","0.996054","(E)-3-(2,3-Dihydroxyphenyl)-2-propenoic acid, Aspirin, 3-Hydroxyphenylpyruvic acid, 4-Hydroxyphenylpyruvic acid, 3,4-Dihydroxy-trans-cinnamate, Caffeic acid, Monomethyl phthalate, 2-Hydroxy-3-(4-hydroxyphenyl)propenoic acid, 3-(3,5-Dihydroxyphenyl)-2-propenoic acid, (2E)-3-(3,5-dihydroxyphenyl)prop-2-enoic acid, 3-(3,5-dihydroxyphenyl)prop-2-enoic acid, 3-(3,4-dihydroxyphenyl)prop-2-enoic acid, 3-(4-hydroxyphenyl)oxirane-2-carboxylic acid, (2E)-3-(2,4-dihydroxyphenyl)prop-2-enoic acid, 3-(2,4-dihydroxyphenyl)prop-2-enoic acid, 3-(2-hydroxyphenyl)oxirane-2-carboxylic acid, 3-(2,5-dihydroxyphenyl)prop-2-enoic acid, (2E)-3-(2,3-dihydroxyphenyl)prop-2-enoic acid, 3-(3-hydroxyphenyl)oxirane-2-carboxylic acid, (2E)-3-(2,5-dihydroxyphenyl)prop-2-enoic acid","HMDB0032057, HMDB0001879, HMDB0011663, HMDB0000707, HMDB0003501, HMDB0001964, HMDB0002130, HMDB0006915, HMDB0032131, HMDB0125527, HMDB0125589, HMDB0125102, HMDB0125805, HMDB0126377, HMDB0132508, HMDB0134040, HMDB0134041, HMDB0140954, HMDB0140955, HMDB0140956"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C12H13NO","M+H","188.1069512556638","0.0468337","0.1","0.0488885","0.96372","0.994032","2,3-Dihydro-5-(5-methyl-2-furanyl)-1H-pyrrolizine","HMDB0040012"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C12H10","M+H","155.0854875296638","0.0461461","0.1","0.0485455","0.964899","0.985153","Biphenyl, Capillene","HMDB0034437, HMDB0034968"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C4H10O3","M+H","107.07023138966527","0.0461447","0.1","0.0469082","0.987411","0.996267","(2R*,3R*)-1,2,3-Butanetriol, Trihydroxybutane","HMDB0034778, HMDB0061944"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C8H12O3","M+H","157.08588145366383","0.0459886","0.1","0.0495037","0.945496","0.982545","2,5-Dimethyl-4-ethoxy-3(2H)-furanone, 8-Hydroxy-5,6-octadienoic acid","HMDB0032232, HMDB0031101"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C15H18O6","M+H","295.11757550566375","0.0455973","0.1","0.0564705","0.82509","0.978625","Cyclocalopin F","HMDB0039825"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C11H12N2O2S2","M+H","269.04125631366384","0.0450907","0.1","0.0484342","0.943658","0.986553","(-)-Dioxibrassinin","HMDB0038634"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C5H5N5O","M+H","152.0566470396638","0.0442829","0.1","0.0452581","0.981353","0.997043","2-Hydroxyadenine, Guanine, 8-Hydroxyadenine","HMDB0000403, HMDB0000132, HMDB0000542"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C13H15NO5","M+H","266.10225979966384","0.0432248","0.1","0.04523","0.961914","0.993506","2-(2-Phenylacetoxy)propionylglycine, N-Phenylacetylglutamic acid","HMDB0059732, HMDB0059772"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C15H12O","M+H","209.09605221366382","0.0419313","0.1","0.0448401","0.954928","0.979266","Chalcone, 1-Methoxyphenanthrene, 1,3-diphenylprop-2-en-1-one","HMDB0003066, HMDB0060323, HMDB0135598"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C6H5ClO2","M+H","145.00504431966382","0.0410544","0.1","0.0469268","0.893264","0.979396","4-Chlorocatechol","HMDB0041810"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C18H16O3","M+H","281.11718158166383","0.0403649","0.1","0.0441032","0.937503","0.976251","Ipriflavone, Phenprocoumon, Asparenyol","HMDB0032987, HMDB0015081, HMDB0041304"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C12H8O5","M+H","233.04441056566387","0.0399419","0.1","0.0424938","0.962645","0.976419","4-Hydroxy-8-methoxy-2H-furo[2,3-h]-1-benzopyran-2-one, 9-Hydroxy-4-methoxypsoralen","HMDB0032659, HMDB0036628"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C12H10O","M+H","171.0804021496638","0.0397755","0.1","0.0416573","0.96449","0.989982","Methyl beta-naphthyl ketone, 2-Biphenylol, Diphenyl ether","HMDB0032412, HMDB0032582, HMDB0034446"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C12H11NO","M+H","186.09130119166383","0.0391306","0.1","0.04086","0.973291","0.983955","4-Hydroxydiphenylamine, 2-(1-Naphthyl)acetamide, N-hydroxy-4-aminobiphenyl","HMDB0032597, HMDB0032710, HMDB0062723"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C8H14O2","M+H","143.1066168976638","0.0382675","0.1","0.0393467","0.976646","0.995828","4-ene-Valproic acid, 2-ene-Valproic acid, (3Z)-2-Propylpent-3-enoic acid, (3E)-2-Propylpent-3-enoic acid, 2-Hexenyl acetate, cis-3-Hexenyl acetate, Methyl cyclohexanecarboxylate, Cyclohexyl acetate, Ethyl (E)-3-hexenoate, Ethyl 5-hexenoate, Ethyl 2E-hexenoate, Ethyl trans-2-methyl-2-pentenoate, 2-Octenoic acid, trans-2-Octenoic acid, Ethyl (±)-2-methyl-4-pentenoate, 2,3-Octanedione, Cyclohexaneacetic acid, Allyl valerate, cis-5-Octenoic acid, trans-3-Hexenyl acetate, 4-Butyl-gamma-butyrolactone, 2-Methylpropyl (2E)-butenoate, 2-Methylallyl butyrate, Ethyl 2-methyl-3-pentenoate, Isopropyl tiglate, xi-Tetrahydro-3-propyl-2H-pyran-2-one, 2-Propenyl 3-methylbutanoate, xi-Tetrahydro-6-propyl-2H-pyran-2-one, (E)-4-Octenoic acid, Methyl 2-heptenoate, Ethyl-3-hexanoate","HMDB0013897, HMDB0013902, HMDB0013903, HMDB0013904, HMDB0040212, HMDB0040215, HMDB0031343, HMDB0031352, HMDB0032266, HMDB0032267, HMDB0032268, HMDB0032278, HMDB0000392, HMDB0001568, HMDB0029761, HMDB0031293, HMDB0031403, HMDB0032164, HMDB0032207, HMDB0032533, HMDB0035422, HMDB0036212, HMDB0036236, HMDB0037622, HMDB0037624, HMDB0037630, HMDB0038036, HMDB0038310, HMDB0039793, HMDB0039872, HMDB0059908"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C9H14N5O4P","M+H","288.08557767766376","0.0370699","0.1","0.0382848","0.969329","0.998903","Tenofovir","HMDB0014445"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C8H10O7S","M+H","251.02196059966388","0.0370457","0.1","0.0446679","0.849094","0.976758","3,4-Dihydroxyphenylglycol O-sulfate, Hydroxymethoxyphenylcarboxylic acid-O-sulphate","HMDB0001474, HMDB0060000"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C5H6O2","M+H","99.04401664166527","0.0367101","0.1","0.0374352","0.985321","0.995242","2-Furanmethanol, 5-Methyl-2(3H)-furanone, 5-Hydroxy-4-pentenoic acid d-lactone","HMDB0013742, HMDB0029609, HMDB0040145"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C10H8","M+H","129.06983746566382","0.0360026","0.1","0.0374963","0.971254","0.988583","Naphthalene","HMDB0029751"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C6H11NO","M+H","114.09130119166525","0.0353494","0.1","0.036105","0.982136","0.996883","2,5-Dihydro-2,4,5-trimethyloxazole, 1-Piperidinecarboxaldehyde, 2-Acetylpyrrolidine, Epsilon-caprolactam","HMDB0031199, HMDB0031702, HMDB0037293, HMDB0062769"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C10H12N4O6","M+H","285.08292135366383","0.0350234","0.1","0.0366954","0.965228","0.98882","Xanthosine","HMDB0000299"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C7H11N3O3","M+H","186.08727845166376","0.0348801","0.1","0.0360958","0.976139","0.98994","(S)-N-(4,5-Dihydro-1-methyl-4-oxo-1H-imidazol-2-yl)alanine","HMDB0034912"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C5H9N","M+H","84.08073650766525","0.0347547","0.1","0.035801","0.973558","0.997141","(+)-2,3-Dihydro-3-methyl-1H-pyrrole, Pentanenitrile","HMDB0033529, HMDB0040173"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C8H6ClNO3","M+H","200.01085798166383","0.0345123","0.1","0.0390414","0.886266","0.997434","5-Chloro-6-methoxy-2(3H)-benzoxazolone","HMDB0032846"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C4H7N","M+H","70.06508644366525","0.0344418","0.1","0.0353255","0.988518","0.986309","1-Pyrroline","HMDB0012497"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C12H11N3","M+H","198.1025345916638","0.0342837","0.1","0.0359259","0.96233","0.991647","3-Amino-1-methyl-5H-pyrido[4,3-b]indole","HMDB0033188"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C13H12N2O","M+H","213.10220023366386","0.032871","0.1","0.0343614","0.959417","0.997089","Harmine, Carbanilide","HMDB0030311, HMDB0032066"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C8H16N2O4S","M+H","237.09031495166383","0.0327996","0.1","0.0350228","0.938668","0.997712","Methionyl-Serine, Serylmethionine","HMDB0028982, HMDB0029045"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C16H14O2","M+H","239.10661689766383","0.0327444","0.1","0.0346848","0.952306","0.991339","4'-Methoxychalcone, Cinnamyl benzoate, Benzyl cinnamate","HMDB0032585, HMDB0029700, HMDB0040286"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C10H16N2O3S","M+H","245.09540033166382","0.0326838","0.1","0.0341717","0.961006","0.995266","Biotin","HMDB0000030"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C12H14O2","M+H","191.10661689766386","0.0326568","0.1","0.0342148","0.965079","0.989","3-(2-Methylpropylidene)-3alpha,4-dihydro-1(3H)-isobenzofuranone, (S)-3-Butyl-1(3H)-isobenzofuranone, (R)-3,7-Dimethyl-5-indanecarboxylic acid, Benzyl trans-2-methyl-2-butenoate, 1-(4-Methoxyphenyl)-1-penten-3-one, Prenyl benzoate, Ligustilide, Benzyl tiglate, Propyl cinnamate, Isopropyl cinnamate, Cinnamyl propionate, 5-(4-methoxyphenyl)pent-1-en-3-one, 1-(4-hydroxyphenyl)-4-methylpent-1-en-3-one","HMDB0032027, HMDB0032064, HMDB0033033, HMDB0032177, HMDB0030905, HMDB0032488, HMDB0034277, HMDB0037627, HMDB0037700, HMDB0037701, HMDB0041315, HMDB0132983, HMDB0132934"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C10H7NO","M+H","158.0600010636638","0.0315493","0.1","0.0330547","0.970056","0.98392","1-nitrosonaphthalene","HMDB0062189"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C5H12NO6P","M+H","214.04746081366383","0.0301781","0.1","0.0309521","0.983311","0.991542","N-Lactoyl ethanolamine phosphate","HMDB0032357"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C9H6O3","M+H","163.03893126166383","0.0300524","0.1","0.0311059","0.973145","0.992794","3 Hydroxycoumarin, Umbelliferone, 5-hydroxy-2H-chromen-2-one, 4-hydroxy-2H-chromen-2-one, 6-hydroxy-2H-chromen-2-one, 8-hydroxy-2H-chromen-2-one","HMDB0002149, HMDB0029865, HMDB0136738, HMDB0137904, HMDB0140948, HMDB0140949"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C10H8O3","M+H","177.05458132566386","0.0296059","0.1","0.0310344","0.9704","0.983069","7-Hydroxy-6-methyl-2H-1-benzopyran-2-one, Herniarin, 10-Hydroxy-2,8-decadiene-4,6-diynoic acid, 1,4,5-Naphthalenetriol, 3-(3,4-Methylenedioxyphenyl)propenal, 4-Methylumbelliferone, 1-(4-hydroxy-1-benzofuran-5-yl)ethan-1-one, 3-(hydroxymethyl)-1H-isochromen-1-one, 6-(hydroxymethyl)-2H-chromen-2-one, 8-hydroxy-6-methyl-2H-chromen-2-one, 5-hydroxy-6-methyl-2H-chromen-2-one, 3-hydroxy-6-methyl-2H-chromen-2-one","HMDB0032990, HMDB0029758, HMDB0031054, HMDB0032883, HMDB0033813, HMDB0059622, HMDB0129369, HMDB0128615, HMDB0135530, HMDB0135531, HMDB0135532, HMDB0135533"
